,title,review_name,review_date,review_score,review_text
35,What's UP India,Lotte25,"August 22, 2020",5,"We had a more than great meal and quite an adventure with their Corona invention: they built a cart that brings your drinks and food to the table (!!). We loved everything of our dinner: the food, the people and their little helper."
36,What's UP India,Akiabarhi,"August 14, 2020",5,We had a really nice evening here. Delicious food and a nice owner to help us out (to much choise :). Corona proof as well :-) As the menu will say 'they serve hapiness'
37,What's UP India,daninal2017,"July 21, 2020",5,"We had an excellent dinner at what’s up India! We felt welcomed as soon as we entered the restaurant and the food was just well spiced without being too spicy :) if you love flavour, I strongly recommend!"
38,What's UP India,Chris G. C,"July 12, 2020",5,"They serve happiness indeed! Try Masala Chai with the Indian flavours... Medium spicy course means Indian medium spicy, which is really spicy comparing to European spicy, so be wise and not risky. Great Quality, great flavours, great portions in great price, great people and a...More"
39,What's UP India,Randall C,"June 30, 2020",5,The food is absolutely amazing. The staff are extremely helpful and professional. The bar and atmosphere create a vibrant atmosphere. Will definitely return.
40,What's UP India,W7471WCsophiev,"June 18, 2020",5,Extremely nice host who gave us a lot of advice on which dishes to chose and combine. Food was absolutely delicious and extremely tasteful (and filling!) 💯
41,What's UP India,eeshaash,"June 14, 2020",5,Very good dining place. Good management and friendly staff. Authentic Indian food. I would recommend to all
42,What's UP India,Siamese2020,"April 20, 2020",5,"What's Up India is a stylish but homely family owned restaurant located in my favorite part of Rotterdam. The restaurant faces out onto so much more than just the street; a narrow pond, surrounding greenery, a beautiful church, and you're from North America like me,...More"
43,What's UP India,wixwiktoria,"March 10, 2020",3,"the food was average, we were not able to distinguish which sauce is which one... tasty naan and roti. interior is really kitschy, but not in annoying way."
44,What's UP India,273jeroenk,"March 5, 2020",5,"Nice setting, the food was very good and the people were very friendly and helpful. We will come back !"
45,What's UP India,alce0r,"February 29, 2020",5,"Amazing fusion food Japanese + asian, one of the best culinary experiences of the recent times. Not just taste but also decorations are superb. Try the tuna ceviche with pomegranate sauce!"
46,What's UP India,PBC1969,"February 27, 2020",5,"Didn't book, just took the chance and turned up hoping to get a table but the restaurant was full, but they made arrangements for me to have a small table to myself. Food was outstanding and well worth the visit...I recommend the Lamb chops!!!"
47,What's UP India,natashabP8927VF,"February 26, 2020",1,We have ordered before at this restaurant. And it was delicious and fresh! This time we ordered again the same food and it tasted old. It doesn’t tasted like the last time and we had to throw away all the food :(. We payed €180...More
48,What's UP India,bramteuwsen,"February 21, 2020",5,"Last tuesday we went out for diner to what's up india. Never heard of it, but will come here again! The food and service were amazing. The host was very friendly. It was for sure not the first time we ate indian food in the...More"
49,What's UP India,214naynap,"February 15, 2020",5,"What a fantastic place! We ordered paneer kolhapuri, veg biryani, palak paneer and dal makhani. Everything cooked to perfection! It was my birthday and the owner surprised us with a lovely dessert and music when we were about to leave. Worth the visit and definitely...More"
50,What's UP India,mehekapoor,"January 29, 2020",5,"I visited What's Up India with my friends, on Indian republic day (26 January 2020) and it was a random visit after checking out previous TripAdvisor reviews. Since it showed 4-star plus, we thought we'd give it a try and we are thankful we did!...More"
51,What's UP India,699giuseppeb,"January 26, 2020",5,I had a very delicious dinner yesterday evening with friend he was also happy about this restaurant. I have really appreciated.
52,What's UP India,lynnboe,"January 16, 2020",5,Food is amazing. We’ve had the prawn biryani and the prawn curry and it was very nice. A lot of curry so you can really soak your naan in there. Hospitality is great. Owner is very friendly!
53,What's UP India,kamals273,"January 4, 2020",5,If you are after authentic indian food then must visit this place . Ambience is great and so is the staff . 👌
54,What's UP India,alixel2018,"December 31, 2019",5,"Me and my husband had a wonderful evening at what s up India, Rotterdam. The food was simply delicious , brought back lovely memories from our trips in India, and the staff is super friendly. The food was on an entirely different level than any...More"
55,What's UP India,waihoit,"December 31, 2019",5,"Nine months ago, I moved back to Europe after four years in Asia and I have terribly missed good Indian food, not finding what I was looking for in Belgium or France. We were over the moon happy to find this place as the food...More"
56,What's UP India,288antonellod,"December 30, 2019",5,"As written in their motto, the happiness is served from the very begining! We discovered the place end of December 2019 during our stay in Rotterdam. We booked a table in advance and got a very nice table. The menu provides plenty options on all...More"
57,What's UP India,Carmela V,"December 29, 2019",5,"We strongly advise the premises. Fast service, kindness and good food at a fair price. Making a reservation before showing up is strongly recommended."
58,What's UP India,Cosmopolitan320910,"December 28, 2019",5,"If you are looking for the taste similar to India, you will find only in What's up restuarant in Rotterdam. I ahve visited other Indian restaurants around but you won't get the feel of Indian taste but heer you will get the same feel and...More"
59,What's UP India,223rania,"December 27, 2019",1,In first place we believed the reviews so we booked here for a dinner for four. We sat on the corner where the door opened and closed every 3/4 min. Which was not the worst part. When we asked if we could move to another...More
60,What's UP India,Dennis_Rotterdam,"December 9, 2019",5,"Have been fond of Indian cuisine ever since I had my first Indian curry in the early nineties, but this is a completely different ball game, we had onion bhajia, hara bhara kabab, chicken tikka dry, palak paneer, chicken korma, lamb rogan josh, basmati rice...More"
61,What's UP India,cegarcia05,"December 4, 2019",5,"The food is awesome, the flavor is unique. It is authentic Indian food. The place is charming and the owner is polite. This is a must while visiting Rotterdam."
62,What's UP India,832janainaf,"December 3, 2019",5,We had an excellent experience dining at What’s up India. Food exceeded our expectations. Service was very friendly!
63,What's UP India,HappySharida,"November 15, 2019",5,The best Indian meal I’ve had in Rotterdam for over 30 years! Their slogan is: We serve Happiness! And they make that come true!!
64,What's UP India,Mick1803,"November 9, 2019",5,Actually was looking for a steak dinner or something but then walked by this small restaurant and on the spot decided for Indian. Went for a 'dry' menu with two starters. Both the Dry Chicken Tikka and the Mutton Sheekh Kebab ticled my sppetite. It...More
65,What's UP India,Hakimomar29,"November 5, 2019",5,"One word WOW!! from entering the restaurant till leaving the door and we had such a great evening, great welcoming by the owner and very well taken care of us during our visit. All that and I didn't talk about the most delicious authentic food...More"
66,What's UP India,Nigello2,"October 24, 2019",2,"The restaurant has a very nice atmosphere and very friendly waiters who frequently check on the guests and begin conversations. Food came in at a decent speed. However, their menu card is first of all really big and therefore a bit unclear. The biggest down...More"
67,What's UP India,stephanverdoold,"October 21, 2019",4,"When we arrived at What's UP India, first thing that took our attention is the atmosphere and looks of the restaurant. I cannot say it from my experience, but it felt like being in India. We had to wait very long before getting our food,...More"
68,What's UP India,686pietv,"October 17, 2019",5,"We were warmely welcomed by the host of the restaurant, they advised us on our choice of food as we brought two locals that were new to the Indian cuisine. My wife and myself are considered experts in the Indian kitchen and were pleasantly surprised...More"
69,What's UP India,B6002MLstevenb,"October 11, 2019",5,"Hands down, the best indian restaurant that I have been to in Rotterdam! Perfect food and outstanding service from all employees."
70,What's UP India,651philipr,"August 27, 2019",5,"Well worth a visit. Lovely, friendly, staff, excellent service and superb food. If you are in Rotterdam and like Indian food then you have to come here.More"
71,What's UP India,international g,"August 26, 2019",4,The food was very delicious and the customer service was very nice But the price was unexpected and not acceptable Because we didn't know any thing in the menu.. He choosed for us and he said that we will get two meals and big buttle...More
72,What's UP India,CaptShekharSirohi,"July 31, 2019",5,"I could come here all the way from India just to have dinner...I may be exaggerating but that is true...I usually frequent Netherlands for my job and this is one place I feel closest to home. Food taste , hospitality, promptness , it's a ten...More"
73,What's UP India,Neil T,"July 19, 2019",5,"If you only go to one restaurant whilst in Rotterdam do yourself a favour & visit this magnificent jewel just off witte de withstraat. Its clearly a family run thing & once your eyes become accustomed to the blue & gold decor, the service is...More"
74,What's UP India,prakashd645,"July 10, 2019",5,Great food excellent service. Highly recommend it for persons looking for Indian cuisine. 5stars on all categories They really make you comfortable
75,What's UP India,The-Real-Wigbert,"July 7, 2019",5,"Excellent Excellent Excellent! My colleges and I visited last night and I can say, without doubt, it is the best Indian food I have ever had and I eat at the best one in my home town in the UK. The service was perfect, the...More"
76,What's UP India,ibasi,"June 26, 2019",5,"My daughter and I came to this restaurant on a hot summer’s evening. We ordered the onion bhajia, palak paneer, dal makhani, garlic naan and basmati rice. All of the service staff were really friendly. Poppadoms were served while we waited for our appetiser. The...More"
77,What's UP India,Julien F,"June 24, 2019",5,We've spent an evening in this beautiful restaurant. We enjoy Indian food and we could experience real Indian food here. Very tasty and a large choice. Employees are very friendly and they accepted to cook a special meal to cope with some food restrictions we...More
78,What's UP India,214naynap,"June 18, 2019",1,"We ordered for home delivery Samosa chaat, paneer and dal makhani. Only Samosa came however chaat was missing. Paneer and dal makhani were totally tasteless. No flavour at all. My son is crazy about paneer but this dish even he refused to eat.More"
79,What's UP India,Claudia B,"June 15, 2019",5,"Delicious food, good service, definitely recommended. If you like spicy, ask the owner. We will definitely come again."
80,What's UP India,Jason_barrett76,"June 13, 2019",5,"Busy little place not far from the main shopping district - probably recommend making a reservation as they were very busy when we dropped in - however they squeezed us in for dinner Food was authentic and delicious, I ordered hot and was not quite...More"
81,What's UP India,Yael M,"June 13, 2019",5,"We had excellent meals in What's Up India! The staff was very helpful and friendly. We had veg meals, chicken and lamb and we all agreed that it was good, authentic Indian food. We'll certainly come back!"
82,What's UP India,CH881_1,"June 12, 2019",5,"Perfect food, vibe and excellent service. Family owned business, waiting staff makes you feel welcome and is eager to explain everything on the menu. Can't wait to come back.More"
83,What's UP India,JomarVenter,"June 11, 2019",5,"This restaurant completely redefined Indian cuisine for me. The service was knowledgeable and impeccably professional. The food absolutely brilliant! Reasonably priced and ample. The atmosphere is laid back. This restaurant ticks all the boxes, and even the boxes I did not know existed. It is...More"
84,What's UP India,Jau79,"June 4, 2019",5,The staff here are very friendly and provides excellent service. The restaurant was packed so I will recommend booking in advance. The food was very good and the chicken was very tender. They do not use too much hot spices.More
85,What's UP India,Myriam L,"June 4, 2019",5,Best authentic indian food I had in my life. Love the Bollywood deco. Super nice staff . Fast service. Worths each penny.
86,What's UP India,Jan F,"June 4, 2019",5,The food and ambiance were excellent. Welcoming text on the table. Service is great and dishes can be made to suit every taste. We will be back
87,What's UP India,Ruby B,"June 2, 2019",5,"Yesterday, my partner and I visited What’s up India almost by error. We didn’t intend to eat an Indian meal but we are over the moon that we discovered such a unique and heavenly restaurant! The food was authentic and original with profound flavours and...More"
88,What's UP India,RafaelLabra,"May 12, 2019",5,"We were very nicely welcome and nicely taken care of from the personnel. Food was very nice, we enjoyed the dish we tried and we were well advice. Well cooked, super tasty, and enjoyable. I recommend it, definitely.More"
89,What's UP India,Steven R,"May 10, 2019",5,I went here with some colleagues (some of which are Indian) and we had some of the best Indian food that you can get outside of India.More
90,What's UP India,ggkrish,"May 3, 2019",4,Every time we do trips to different places we need Indian food at least once. We are vegetarians so the best and safest option will always be an Indian food when you are starving. Food in this place is authentic and quantity wise it’s super...More
91,What's UP India,Hewson01,"April 28, 2019",5,Came here for a business dinner. The server and owner were extremely welcoming and attentive. Food was fantastic and very authentic. Loved the whole experience. Highly recommend coming here.
92,What's UP India,wststreet,"April 2, 2019",5,"I wasn't expecting such quality service, the waiter asked what we would like, made recommendations and helped us make the best choice. He explained everything in detail, about the kind of cuisine they offer and about the food . The food tasted amazing, and the...More"
93,What's UP India,Juriaan82,"March 31, 2019",5,"Lovely and delicious Indian cuisine. It takes a little more time before the dish is served, but it's worth the wait. You can taste everything is freshly made. Best Indian food in Rotterdam and one of the best restaurants in it's price range. The staff...More"
94,What's UP India,StevenW3921,"March 5, 2019",5,"Friendly reception by the owner. When asked for information about the dishes, the owner happily provides information and background. The staff and owner are passionate about the products they serve. A must visit for everyone who likes Indian food. We will definitly be returning!"
95,What's UP India,vevepe,"March 3, 2019",5,"The service is amazing and the waiters were really nice and polite. The food was delicious too, we enjoyed everything very much."
96,What's UP India,Caroline H,"February 24, 2019",5,After a short visit of the city center of Rotterdam - the city we moved away from some 18 years ago - we decided to go for a quick Indian meal and a few drinks before heading home. After climbing the stairs to What's UP...More
97,What's UP India,camilovH,"January 26, 2019",2,We really expected some amazing food. Maybe that's why we were extremely disappointed by the quality of the food. The bland taste of the dishes didn't give us the Indian food experience that we craved. How on earth can a restaurant serve a vindaloo that...More
98,What's UP India,achilleasio,"January 24, 2019",5,Excellent service!! The indochinese cuisine and tikka masala were impeccable. A company your food with the butter naan and basmati rice !
99,What's UP India,pdxdtwancbosams,"January 19, 2019",5,"We had a fantastic meal at What’s UP India. We showed up at 9:30pm on a Saturday night, sans reservation, and we were warmly welcomed and seated at a large and comfortable booth. The menu is extensive; in addition to elevated expressions of classic Indian...More"
100,What's UP India,flipmodef,"January 8, 2019",5,"Fantastic choice, excellent value for money. Everything is cooked from fresh every single day. The proprietor is warm and friendly and takes good care of you. It was educational for me, I thought I knew a lot about Curry being British, I was wrong! Don't...More"
101,What's UP India,Elena_Tabea,"January 3, 2019",5,We found this amazing restaurant just off the party street in Rotterdam. The interior was beautiful and the food very authentic and delicious (we just got back from a trip to India ;))!!
102,What's UP India,Ilef B,"January 1, 2019",5,"Very nice experience in what's up in India ! Tasty food, amazing people and very good prices ! We even got some gifts for the new year .. we really apreciate it."
103,What's UP India,GoPlaces27893944664,"November 20, 2018",5,"We tried kulhad tea which was typical indian tea.Service was great.Do try garlic roti with Dal makhni,it was yum.More"
104,What's UP India,Anyesh S,"November 20, 2018",5,"I have eaten in lots of places but this is one of the best. The Indo Chinese food is really awesome. A good family restaurant with an exact touch of Indian flavour. I will surely visit again to try for non-veg. Also, the owner is...More"
105,Panzero' - Italian StrEat Food from Puglia,essatamin,2 days ago,5,"To start the dinner we had Bruschetta and Antipasto Pugliese. I personally, in love 😘 with the Bruchetta 🥖, you can really feel the freshness of cherry tomato 🍅with melted burata chese, so yummy. For the main course, we had the special Panzerotto Speciale and Tonno 🐟Subito with smoked tuna carpaccio. My favorite dish for the dinner goes to the Panzerotto, this is the typical street food in Puglia, you really taste the crispy and crunchy skin of Panzerotto. 😊

A must try dessert 🥮at Panzero Italian restaurant is the Pistachio Lava Cake, OMG this is so yummy and a perfect ending after all the amazing Italian dishes that we had. 

It was an amazing dinner with a great and warm service,I will definitely come back to your restaurant to try the Octopus dish which must be yummy as well."
106,Panzero' - Italian StrEat Food from Puglia,ifantunes,3 weeks ago,5,"Lovely space, very cozy and friendly. The food came super fast and was absolutely delicious, especially the panzerotto, which was the star of the whole meal. Lastly but certainly not least, the staff was incredibly nice and friendly — shoutout to my fellow “tuga”, thank you for the lovely service. Would absolutely come back here again! :)"
107,Panzero' - Italian StrEat Food from Puglia,evrofeli,4 weeks ago,4,Loved the food & atmosphere!! Dont miss out on the panzerotto salami. The staff was very helpful. The dessert of pastacciotto is a must in it!
108,Panzero' - Italian StrEat Food from Puglia,Scenic55350172791,"September 7, 2021",5,"The staff were very welcoming and kind. The food and drinks we ordered came very quickly. Luigi who is the owner came regularly to check whether we were fine. It gave me a feeling that everything was taken care of. Santosh and I ordered drinks and two meal size panzerotti classico’s which were absolutely delicious.
I ordered another one for my wife and got it in a nice packing. I am sure she will love it. Santosh did the same.
I will surely come back to this place!"
109,Panzero' - Italian StrEat Food from Puglia,Q9843CWcaterinam,"August 30, 2021",5,"Good food, availability of seats inside and outside, friendly workers, big portions but cheap!!! I will definitely go back next time I visit Rotterdam 😋More"
110,Panzero' - Italian StrEat Food from Puglia,Stay45623860288,"August 28, 2021",5,Incredible Italian street food. So delicious you can’t stop at one. On top of that there’s really friendly staff. 10/10 would Panzero again
111,Panzero' - Italian StrEat Food from Puglia,tiago129,"August 28, 2021",5,"Panzero, panzero, panzero. My love. I first came to this place just when it opened and I don’t think there has a been a month since, when I didn’t come here atleast once. The service is brilliant, the coffee is fantastic, and the panzeros are out of this world. 

Personal favorite, the tonno but ask for it baked, not fried ;)"
112,Panzero' - Italian StrEat Food from Puglia,SaraCala1,"August 20, 2021",5,This panzerotti became an addiction. I love the variety they have for vegetarian and vegan. My favorite are the special which has stracciatella and Is delicious and the classic one. I have tried also the tiramisu and was absolutely perfect. Next time I will try other dishes like Pucce and parmigiana and I will let you know.
113,Panzero' - Italian StrEat Food from Puglia,Marcello B,"August 8, 2021",5,"Absolutely outstanding! Well researched in the ingredients, this is a little corner of culinary paradise."
114,Panzero' - Italian StrEat Food from Puglia,YC97,"August 7, 2021",5,"The panzerotti's are magnificent: made with love with truly the freshest ingredients. The dough has the best balance between crispy on the outside and soft and chewy on the inside. Additionally, we loved their Aperol Spritz and Limoncello! Lastly, the staff were amazing and made us feel very welcome. We absolutely recommend this place to everyone who is in the mood for Italian food. Panzero has amazing service with dishes that are also very affordable for the quality of the food that you are getting."
115,Panzero' - Italian StrEat Food from Puglia,pannawloszka,"July 29, 2021",5,"If you don’t know what is panzerotti - you must try, you can’t forget this taste! I tried many times and this is the best :) My italian boyfriend confirmed that it’s panzerotto like from his hometown Bari :)"
116,Panzero' - Italian StrEat Food from Puglia,Vincenzo_85F,"July 5, 2021",5,"I have ordered for the 1st birthday of my son. From the offer/quotation to the delivery everything was smooth and professional. The food was excellent as usual, guests super happy. Definitely an experience to repeat!"
117,Panzero' - Italian StrEat Food from Puglia,GijsTemp,"July 2, 2021",5,"We arrived at the restaurant seeing that our table was half inside. It was beautiful weather and wanted to sit outside so we asked the first person coming to us, that looked like waiter, whether we could switch tables (even though we knew it was...More"
118,Panzero' - Italian StrEat Food from Puglia,lizamari1408,"June 18, 2021",5,Enjoyed a delicious lunch and perfect serve of Limoncello Sprirz. Been coming here for years now. Sublime service and even better food.More
119,Panzero' - Italian StrEat Food from Puglia,Arjenv115,"May 30, 2021",5,"Panzarotto, Bruschetta, all kinds of starters. It's all so good, so lovely, we keep coming back. Thank god we live near Rotterdam!More"
120,Panzero' - Italian StrEat Food from Puglia,Dumz,"May 15, 2021",5,"Panzerotti is simple, delicious, convenient to eat, and made for home deliveries much like another Italian great, pizzas. It’s unique in its style and great to order when looking for all things Italian in one dish. Aubergine lasagna is great for vegetarians.More"
121,Panzero' - Italian StrEat Food from Puglia,Federicoricci1984,"May 8, 2021",5,"We order some panzerotti to have dinner, everything perfect. The guy who delivered us the dinner, Raffaele, is an amazing guy and very polite. Recommended restaurant.More"
122,Panzero' - Italian StrEat Food from Puglia,efecan2021,"April 29, 2021",5,"Panzero is essentially the perfect experience of the Mediterranean with friendly service and food that makes you feel right at home. Everything is freshly baked, the coffee and drinks are perfect and they always offer you the personal touch whenever you enter the place! It...More"
123,Panzero' - Italian StrEat Food from Puglia,ksosa02,"November 18, 2020",4,"I love Italian food, I have even been about 4 times with my husband, whenever we have returned it is due to the warmth of attention, however the last time his attention was not very pleasant (I understood that there was a change of owners).More"
124,Panzero' - Italian StrEat Food from Puglia,illygenova,"October 8, 2020",5,"After I saw so many great reviews on internet I have decided to visit this place with a friend of mine. Well I left with an amazing feeling. Cosy place, friendly staff and really, really delicious Italian food. Also, it is very affordable.Love it! This...More"
125,Panzero' - Italian StrEat Food from Puglia,Konsmpak,"September 24, 2020",5,Simple nice fresh ingridients creating tastefull tradional italian dishes.dont forget to aske the stuff about the panzerrotto of the month always an amazing surprise.
126,Panzero' - Italian StrEat Food from Puglia,Manmade75,"August 24, 2020",4,It is a small restaurant. But with a great atmosphere. I like this Italian street food. The staff were friendly.
127,Panzero' - Italian StrEat Food from Puglia,dhikasadjad,"August 23, 2020",5,"Panzero is a small restaurant with great positive vibes. I went there for lunch with a colleague on Friday afternoon. The staff were friendly and the food was tasty, clearly made with produce of exceptional quality. I especially enjoyed the bruschetta with stracciatella cheese and...More"
128,Panzero' - Italian StrEat Food from Puglia,bunnyofdarkness,"August 17, 2020",2,"Interested to try here due to the rave reviews we had seen, however we found the entire experience a little odd. The place was empty and the staff sat us in the most awkward table which partially blocked one of the doors despite a number...More"
129,Panzero' - Italian StrEat Food from Puglia,CrissV9,"August 7, 2020",5,"It's like a fried calzone, of course it's the best food. I have to drive 1.5 hours across the country to eat here, but it's worth it every time."
130,Panzero' - Italian StrEat Food from Puglia,S5695PZryanp,"July 16, 2020",5,Ordering out is often hit or miss. This food far exceeded my expectations. It was simply delicious and transported us into a small Italian street! Wonderful!More
131,Panzero' - Italian StrEat Food from Puglia,DiegoM7473,"June 22, 2020",5,"The panzerotti were perfect, good like in Manfredonia 😍 Ideal meal for lunchtime to eat at table or to go"
132,Panzero' - Italian StrEat Food from Puglia,andreav797,"June 10, 2020",5,The sandwich with straciatella cheese and ham (which one of us were able to swap for eggplant so it became a veggie sandwich) was truly one of the best sandwiches we ever had. Go here!More
133,Panzero' - Italian StrEat Food from Puglia,Vincenzo F,"March 3, 2020",5,If you want to have a taste of pugliese street food this is the place to go. The food taste great. I had a classico panzerotti and tiramisu. As this was my second time there i had also tried various other panzerotti and they are...More
134,Panzero' - Italian StrEat Food from Puglia,onlyonematclark,"February 26, 2020",4,"This is not a restaurant. It's a laidback cafe with excellent Southern Italian street food. The cold meats, cheeses and breads are wonderful. Cozy environment, cherrful staff. It was a perfect spot for lunch on a rainy day.More"
135,Panzero' - Italian StrEat Food from Puglia,MFalcone62,"February 16, 2020",4,"In the heart of Rotterdam in the ""Blaak"" district (close to the cube houses), a friend gave us the tip to come here and try this truly Apulian place. ""Panzerotti"" and ""pucce"" are very good indeed and with very good ingredients: this is the ideal...More"
